id,kickoff_time_formatted,started,event_day,deadline_time,deadline_time_formatted,team_h_difficulty,team_a_difficulty,code,kickoff_time,team_h_score,team_a_score,finished,minutes,provisional_start_time,finished_provisional,event,team_a,team_h
207,30 Dec 15:00,1,1,2017-12-30T14:00:00Z,30 Dec 14:00,2,3,919099,2017-12-30T15:00:00Z,0,0,1,90,0,1,21,3,13
208,04 Jan 20:00,1,4,2018-01-01T11:30:00Z,01 Jan 11:30,2,4,919100,2018-01-04T20:00:00Z,1,1,1,90,0,1,22,20,17
209,30 Dec 15:00,1,1,2017-12-30T14:00:00Z,30 Dec 14:00,2,3,919101,2017-12-30T15:00:00Z,1,2,1,90,0,1,21,16,18
210,31 Dec 16:30,1,2,2017-12-30T14:00:00Z,30 Dec 14:00,4,2,919102,2017-12-31T16:30:00Z,1,1,1,90,0,1,21,1,19
211,03 Jan 19:45,1,3,2018-01-01T11:30:00Z,01 Jan 11:30,4,4,919103,2018-01-03T19:45:00Z,2,2,1,90,0,1,22,5,1
212,01 Jan 12:30,1,1,2018-01-01T11:30:00Z,01 Jan 11:30,3,2,919104,2018-01-01T12:30:00Z,2,2,1,90,0,1,22,2,3
213,01 Jan 15:00,1,1,2018-01-01T11:30:00Z,01 Jan 11:30,4,3,919105,2018-01-01T15:00:00Z,1,2,1,90,0,1,22,10,4
214,01 Jan 17:30,1,1,2018-01-01T11:30:00Z,01 Jan 11:30,4,3,919106,2018-01-01T17:30:00Z,0,2,1,90,0,1,22,12,7
215,01 Jan 15:00,1,1,2018-01-01T11:30:00Z,01 Jan 11:30,2,3,919107,2018-01-01T15:00:00Z,3,0,1,90,0,1,22,8,9
216,02 Jan 20:00,1,2,2018-01-01T11:30:00Z,01 Jan 11:30,2,5,919108,2018-01-02T20:00:00Z,3,1,1,90,0,1,22,18,11
217,02 Jan 19:45,1,2,2018-01-01T11:30:00Z,01 Jan 11:30,2,2,919109,2018-01-02T19:45:00Z,1,2,1,90,0,1,22,6,14
218,01 Jan 15:00,1,1,2018-01-01T11:30:00Z,01 Jan 11:30,3,2,919110,2018-01-01T15:00:00Z,0,1,1,90,0,1,22,13,15
219,02 Jan 19:45,1,2,2018-01-01T11:30:00Z,01 Jan 11:30,4,3,919111,2018-01-02T19:45:00Z,0,2,1,90,0,1,22,17,16
220,02 Jan 19:45,1,2,2018-01-01T11:30:00Z,01 Jan 11:30,2,3,919112,2018-01-02T19:45:00Z,2,1,1,90,0,1,22,19,20
221,14 Jan 13:30,1,2,2018-01-13T14:00:00Z,13 Jan 14:00,4,3,919113,2018-01-14T13:30:00Z,2,1,1,90,0,1,23,1,2
222,13 Jan 15:00,1,1,2018-01-13T14:00:00Z,13 Jan 14:00,3,4,919114,2018-01-13T15:00:00Z,0,0,1,90,0,1,23,9,5
223,13 Jan 15:00,1,1,2018-01-13T14:00:00Z,13 Jan 14:00,3,3,919115,2018-01-13T15:00:00Z,1,0,1,90,0,1,23,4,6
224,13 Jan 15:00,1,1,2018-01-13T14:00:00Z,13 Jan 14:00,2,2,919116,2018-01-13T15:00:00Z,1,4,1,90,0,1,23,20,8
225,14 Jan 16:00,1,2,2018-01-13T14:00:00Z,13 Jan 14:00,5,4,919117,2018-01-14T16:00:00Z,4,3,1,90,0,1,23,11,10
226,15 Jan 20:00,1,3,2018-01-13T14:00:00Z,13 Jan 14:00,2,4,919118,2018-01-15T20:00:00Z,3,0,1,90,0,1,23,15,12
227,13 Jan 15:00,1,1,2018-01-13T14:00:00Z,13 Jan 14:00,2,3,919119,2018-01-13T15:00:00Z,1,1,1,90,0,1,23,16,13
228,13 Jan 17:30,1,1,2018-01-13T14:00:00Z,13 Jan 14:00,2,4,919120,2018-01-13T17:30:00Z,4,0,1,90,0,1,23,7,17
229,13 Jan 15:00,1,1,2018-01-13T14:00:00Z,13 Jan 14:00,2,3,919121,2018-01-13T15:00:00Z,2,2,1,90,0,1,23,14,18
230,13 Jan 15:00,1,1,2018-01-13T14:00:00Z,13 Jan 14:00,2,2,919122,2018-01-13T15:00:00Z,2,0,1,90,0,1,23,3,19
231,20 Jan 15:00,1,1,2018-01-20T11:30:00Z,20 Jan 11:30,2,4,919123,2018-01-20T15:00:00Z,4,1,1,90,0,1,24,6,1
232,20 Jan 12:30,1,1,2018-01-20T11:30:00Z,20 Jan 11:30,4,2,919124,2018-01-20T12:30:00Z,0,4,1,90,0,1,24,5,3
233,20 Jan 15:00,1,1,2018-01-20T11:30:00Z,20 Jan 11:30,4,3,919125,2018-01-20T15:00:00Z,0,1,1,90,0,1,24,12,4
234,20 Jan 15:00,1,1,2018-01-20T11:30:00Z,20 Jan 11:30,2,3,919126,2018-01-20T15:00:00Z,1,1,1,90,0,1,24,19,7
235,20 Jan 15:00,1,1,2018-01-20T11:30:00Z,20 Jan 11:30,2,3,919127,2018-01-20T15:00:00Z,2,0,1,90,0,1,24,18,9
236,20 Jan 17:30,1,1,2018-01-20T11:30:00Z,20 Jan 11:30,3,5,919128,2018-01-20T17:30:00Z,3,1,1,90,0,1,24,13,11
237,21 Jan 16:00,1,2,2018-01-20T11:30:00Z,20 Jan 11:30,4,2,919129,2018-01-21T16:00:00Z,1,1,1,90,0,1,24,17,14
238,20 Jan 15:00,1,1,2018-01-20T11:30:00Z,20 Jan 11:30,2,2,919130,2018-01-20T15:00:00Z,2,0,1,90,0,1,24,8,15
239,22 Jan 20:00,1,3,2018-01-20T11:30:00Z,20 Jan 11:30,4,3,919131,2018-01-22T20:00:00Z,1,0,1,90,0,1,24,10,16
240,20 Jan 15:00,1,1,2018-01-20T11:30:00Z,20 Jan 11:30,3,3,919132,2018-01-20T15:00:00Z,1,1,1,90,0,1,24,2,20
241,30 Jan 20:00,1,1,2018-01-30T18:45:00Z,30 Jan 18:45,4,2,919133,2018-01-30T20:00:00Z,0,3,1,90,0,1,25,10,8
242,30 Jan 19:45,1,1,2018-01-30T18:45:00Z,30 Jan 18:45,4,3,919134,2018-01-30T19:45:00Z,3,1,1,90,0,1,25,1,16
243,30 Jan 19:45,1,1,2018-01-30T18:45:00Z,30 Jan 18:45,2,3,919135,2018-01-30T19:45:00Z,1,1,1,90,0,1,25,6,20
244,31 Jan 19:45,1,2,2018-01-30T18:45:00Z,30 Jan 18:45,3,4,919136,2018-01-31T19:45:00Z,0,3,1,90,0,1,25,2,5
245,31 Jan 19:45,1,2,2018-01-30T18:45:00Z,30 Jan 18:45,3,3,919137,2018-01-31T19:45:00Z,2,1,1,90,0,1,25,9,7
246,31 Jan 20:00,1,2,2018-01-30T18:45:00Z,30 Jan 18:45,2,5,919138,2018-01-31T20:00:00Z,3,0,1,90,0,1,25,19,11
247,31 Jan 19:45,1,2,2018-01-30T18:45:00Z,30 Jan 18:45,3,3,919139,2018-01-31T19:45:00Z,1,1,1,90,0,1,25,4,13
248,31 Jan 19:45,1,2,2018-01-30T18:45:00Z,30 Jan 18:45,2,2,919140,2018-01-31T19:45:00Z,1,1,1,90,0,1,25,3,14
249,31 Jan 20:00,1,2,2018-01-30T18:45:00Z,30 Jan 18:45,2,2,919141,2018-01-31T20:00:00Z,0,0,1,90,0,1,25,18,15
250,31 Jan 20:00,1,2,2018-01-30T18:45:00Z,30 Jan 18:45,4,4,919142,2018-01-31T20:00:00Z,2,0,1,90,0,1,25,12,17
251,03 Feb 17:30,1,1,2018-02-03T11:30:00Z,03 Feb 11:30,2,4,919144,2018-02-03T17:30:00Z,5,1,1,90,0,1,26,7,1
252,03 Feb 15:00,1,1,2018-02-03T11:30:00Z,03 Feb 11:30,2,3,919143,2018-02-03T15:00:00Z,2,1,1,90,0,1,26,15,2
253,03 Feb 15:00,1,1,2018-02-03T11:30:00Z,03 Feb 11:30,2,2,919145,2018-02-03T15:00:00Z,3,1,1,90,0,1,26,20,3
254,03 Feb 12:30,1,1,2018-02-03T11:30:00Z,03 Feb 11:30,5,3,919146,2018-02-03T12:30:00Z,1,1,1,90,0,1,26,11,4
255,04 Feb 14:15,1,2,2018-02-03T11:30:00Z,03 Feb 11:30,3,3,919147,2018-02-04T14:15:00Z,1,1,1,90,0,1,26,13,6
256,03 Feb 15:00,1,1,2018-02-03T11:30:00Z,03 Feb 11:30,2,3,919148,2018-02-03T15:00:00Z,1,1,1,90,0,1,26,16,9
257,04 Feb 16:30,1,2,2018-02-03T11:30:00Z,03 Feb 11:30,4,4,919149,2018-02-04T16:30:00Z,2,2,1,90,0,1,26,17,10
258,03 Feb 15:00,1,1,2018-02-03T11:30:00Z,03 Feb 11:30,2,4,919150,2018-02-03T15:00:00Z,2,0,1,90,0,1,26,8,12
259,05 Feb 20:00,1,3,2018-02-03T11:30:00Z,03 Feb 11:30,4,3,919151,2018-02-05T20:00:00Z,4,1,1,90,0,1,26,5,18
260,03 Feb 15:00,1,1,2018-02-03T11:30:00Z,03 Feb 11:30,2,2,919152,2018-02-03T15:00:00Z,2,3,1,90,0,1,26,14,19
261,12 Feb 20:00,1,3,2018-02-10T11:30:00Z,10 Feb 11:30,2,4,919153,2018-02-12T20:00:00Z,3,0,1,90,0,1,27,19,5
262,10 Feb 15:00,1,1,2018-02-10T11:30:00Z,10 Feb 11:30,2,3,919154,2018-02-10T15:00:00Z,3,1,1,90,0,1,27,6,7
263,11 Feb 12:00,1,2,2018-02-10T11:30:00Z,10 Feb 11:30,3,2,919155,2018-02-11T12:00:00Z,4,1,1,90,0,1,27,2,8
264,10 Feb 17:30,1,1,2018-02-10T11:30:00Z,10 Feb 11:30,3,5,919156,2018-02-10T17:30:00Z,5,1,1,90,0,1,27,9,11
265,11 Feb 14:15,1,2,2018-02-10T11:30:00Z,10 Feb 11:30,4,3,919157,2018-02-11T14:15:00Z,1,0,1,90,0,1,27,12,13
266,11 Feb 16:30,1,2,2018-02-10T11:30:00Z,10 Feb 11:30,4,2,919158,2018-02-11T16:30:00Z,0,2,1,90,0,1,27,10,14
267,10 Feb 15:00,1,1,2018-02-10T11:30:00Z,10 Feb 11:30,2,2,919159,2018-02-10T15:00:00Z,1,1,1,90,0,1,27,3,15
268,10 Feb 15:00,1,1,2018-02-10T11:30:00Z,10 Feb 11:30,3,3,919160,2018-02-10T15:00:00Z,1,0,1,90,0,1,27,4,16
269,10 Feb 12:30,1,1,2018-02-10T11:30:00Z,10 Feb 11:30,4,4,919161,2018-02-10T12:30:00Z,1,0,1,90,0,1,27,1,17
270,10 Feb 15:00,1,1,2018-02-10T11:30:00Z,10 Feb 11:30,2,3,919162,2018-02-10T15:00:00Z,2,0,1,90,0,1,27,18,20
271,01 Mar 19:45,1,3,2018-02-24T11:30:00Z,24 Feb 11:30,5,4,919164,2018-03-01T19:45:00Z,0,3,1,90,0,1,28,11,1
272,24 Feb 15:00,1,1,2018-02-24T11:30:00Z,24 Feb 11:30,3,3,919163,2018-02-24T15:00:00Z,2,2,1,90,0,1,28,13,2
273,24 Feb 15:00,1,1,2018-02-24T11:30:00Z,24 Feb 11:30,2,2,919165,2018-02-24T15:00:00Z,4,1,1,90,0,1,28,16,3
274,24 Feb 15:00,1,1,2018-02-24T11:30:00Z,24 Feb 11:30,2,3,919166,2018-02-24T15:00:00Z,1,1,1,90,0,1,28,14,4
275,25 Feb 12:00,1,2,2018-02-24T11:30:00Z,24 Feb 11:30,4,3,919167,2018-02-25T12:00:00Z,0,1,1,90,0,1,28,17,6
276,24 Feb 12:30,1,1,2018-02-24T11:30:00Z,24 Feb 11:30,2,3,919168,2018-02-24T12:30:00Z,1,1,1,90,0,1,28,15,9
277,24 Feb 15:00,1,1,2018-02-24T11:30:00Z,24 Feb 11:30,2,4,919169,2018-02-24T15:00:00Z,4,1,1,90,0,1,28,20,10
278,25 Feb 14:05,1,2,2018-02-24T11:30:00Z,24 Feb 11:30,4,4,919170,2018-02-25T14:05:00Z,2,1,1,90,0,1,28,5,12
279,24 Feb 17:30,1,1,2018-02-24T11:30:00Z,24 Feb 11:30,2,3,919171,2018-02-24T17:30:00Z,1,0,1,90,0,1,28,7,18
280,24 Feb 15:00,1,1,2018-02-24T11:30:00Z,24 Feb 11:30,2,2,919172,2018-02-24T15:00:00Z,1,2,1,90,0,1,28,8,19
281,04 Mar 13:30,1,2,2018-03-03T11:30:00Z,03 Mar 11:30,4,2,919173,2018-03-04T13:30:00Z,2,1,1,90,0,1,29,1,3
282,03 Mar 12:30,1,1,2018-03-03T11:30:00Z,03 Mar 11:30,2,3,919174,2018-03-03T12:30:00Z,2,1,1,90,0,1,29,7,4
283,05 Mar 20:00,1,3,2018-03-03T11:30:00Z,03 Mar 11:30,4,3,919175,2018-03-05T20:00:00Z,2,3,1,90,0,1,29,12,6
284,03 Mar 15:00,1,1,2018-03-03T11:30:00Z,03 Mar 11:30,3,3,919176,2018-03-03T15:00:00Z,1,1,1,90,0,1,29,2,9
285,03 Mar 17:30,1,1,2018-03-03T11:30:00Z,03 Mar 11:30,3,4,919177,2018-03-03T17:30:00Z,2,0,1,90,0,1,29,13,10
286,04 Mar 16:00,1,2,2018-03-03T11:30:00Z,03 Mar 11:30,4,5,919178,2018-03-04T16:00:00Z,1,0,1,90,0,1,29,5,11
287,03 Mar 15:00,1,1,2018-03-03T11:30:00Z,03 Mar 11:30,2,2,919179,2018-03-03T15:00:00Z,0,0,1,90,0,1,29,15,14
288,03 Mar 15:00,1,1,2018-03-03T11:30:00Z,03 Mar 11:30,2,3,919180,2018-03-03T15:00:00Z,4,1,1,90,0,1,29,20,16
289,03 Mar 15:00,1,1,2018-03-03T11:30:00Z,03 Mar 11:30,2,4,919181,2018-03-03T15:00:00Z,2,0,1,90,0,1,29,8,17
290,03 Mar 15:00,1,1,2018-03-03T11:30:00Z,03 Mar 11:30,2,3,919182,2018-03-03T15:00:00Z,1,0,1,90,0,1,29,19,18
291,11 Mar 13:30,1,2,2018-03-10T11:30:00Z,10 Mar 11:30,2,4,919184,2018-03-11T13:30:00Z,3,0,1,90,0,1,30,18,1
292,11 Mar 16:00,1,2,2018-03-10T11:30:00Z,10 Mar 11:30,4,3,919183,2018-03-11T16:00:00Z,1,4,1,90,0,1,30,17,2
293,10 Mar 17:30,1,1,2018-03-10T11:30:00Z,10 Mar 11:30,2,4,919185,2018-03-10T17:30:00Z,2,1,1,90,0,1,30,6,5
294,10 Mar 15:00,1,1,2018-03-10T11:30:00Z,10 Mar 11:30,2,3,919186,2018-03-10T15:00:00Z,2,0,1,90,0,1,30,3,7
295,10 Mar 15:00,1,1,2018-03-10T11:30:00Z,10 Mar 11:30,2,2,919187,2018-03-10T15:00:00Z,0,0,1,90,0,1,30,16,8
296,10 Mar 12:30,1,1,2018-03-10T11:30:00Z,10 Mar 11:30,4,4,919188,2018-03-10T12:30:00Z,2,1,1,90,0,1,30,10,12
297,10 Mar 15:00,1,1,2018-03-10T11:30:00Z,10 Mar 11:30,2,3,919189,2018-03-10T15:00:00Z,3,0,1,90,0,1,30,14,13
298,12 Mar 20:00,1,3,2018-03-10T11:30:00Z,10 Mar 11:30,5,2,919190,2018-03-12T20:00:00Z,0,2,1,90,0,1,30,11,15
299,10 Mar 15:00,1,1,2018-03-10T11:30:00Z,10 Mar 11:30,3,2,919191,2018-03-10T15:00:00Z,1,4,1,90,0,1,30,9,19
300,10 Mar 15:00,1,1,2018-03-10T11:30:00Z,10 Mar 11:30,3,3,919192,2018-03-10T15:00:00Z,0,3,1,90,0,1,30,4,20
301,17 Mar 15:00,1,1,2018-03-17T14:00:00Z,17 Mar 14:00,2,3,919193,2018-03-17T15:00:00Z,2,1,1,90,0,1,31,19,2
302,19 Apr 19:45,1,6,2018-04-14T10:30:00Z,14 Apr 11:30,4,3,919194,2018-04-19T18:45:00Z,1,2,1,90,0,1,34,5,4
303,17 Mar 15:00,1,1,2018-03-17T14:00:00Z,17 Mar 14:00,2,2,919195,2018-03-17T15:00:00Z,0,2,1,90,0,1,31,6,8
304,09 May 19:45,1,5,2018-05-04T18:00:00Z,04 May 19:00,4,3,919196,2018-05-09T18:45:00Z,3,1,1,90,0,1,37,1,9
305,17 Mar 17:30,1,1,2018-03-17T14:00:00Z,17 Mar 14:00,2,4,919197,2018-03-17T17:30:00Z,5,0,1,90,0,1,31,18,10
306,09 May 20:00,1,5,2018-05-04T18:00:00Z,04 May 19:00,2,5,919198,2018-05-09T19:00:00Z,3,1,1,90,0,1,37,3,11
307,17 Mar 15:00,1,1,2018-03-17T14:00:00Z,17 Mar 14:00,2,2,919199,2018-03-17T15:00:00Z,1,2,1,90,0,1,31,7,15
308,08 May 19:45,1,4,2018-05-04T18:00:00Z,04 May 19:00,2,3,919200,2018-05-08T18:45:00Z,0,1,1,90,0,1,37,14,16
309,09 May 20:00,1,5,2018-05-04T18:00:00Z,04 May 19:00,3,4,919201,2018-05-09T19:00:00Z,1,0,1,90,0,1,37,13,17
310,10 May 19:45,1,6,2018-05-04T18:00:00Z,04 May 19:00,4,3,919202,2018-05-10T18:45:00Z,0,0,1,90,0,1,37,12,20
311,01 Apr 13:30,1,2,2018-03-31T10:30:00Z,31 Mar 11:30,2,4,919203,2018-04-01T12:30:00Z,3,0,1,90,0,1,32,15,1
312,31 Mar 15:00,1,1,2018-03-31T10:30:00Z,31 Mar 11:30,3,2,919204,2018-03-31T14:00:00Z,0,2,1,90,0,1,32,9,3
313,01 Apr 16:00,1,2,2018-03-31T10:30:00Z,31 Mar 11:30,4,4,919205,2018-04-01T15:00:00Z,1,3,1,90,0,1,32,17,5
314,31 Mar 12:30,1,1,2018-03-31T10:30:00Z,31 Mar 11:30,4,3,919206,2018-03-31T11:30:00Z,1,2,1,90,0,1,32,10,6
315,31 Mar 17:30,1,1,2018-03-31T10:30:00Z,31 Mar 11:30,5,3,919207,2018-03-31T16:30:00Z,1,3,1,90,0,1,32,11,7
316,31 Mar 15:00,1,1,2018-03-31T10:30:00Z,31 Mar 11:30,2,4,919208,2018-03-31T14:00:00Z,2,0,1,90,0,1,32,16,12
317,31 Mar 15:00,1,1,2018-03-31T10:30:00Z,31 Mar 11:30,2,3,919209,2018-03-31T14:00:00Z,1,0,1,90,0,1,32,8,13
318,31 Mar 15:00,1,1,2018-03-31T10:30:00Z,31 Mar 11:30,3,3,919211,2018-03-31T14:00:00Z,2,2,1,90,0,1,32,2,18
319,31 Mar 15:00,1,1,2018-03-31T10:30:00Z,31 Mar 11:30,3,2,919212,2018-03-31T14:00:00Z,1,2,1,90,0,1,32,4,19
320,31 Mar 15:00,1,1,2018-03-31T10:30:00Z,31 Mar 11:30,2,3,918912,2018-03-31T14:00:00Z,3,0,1,90,0,1,32,14,20
321,08 Apr 14:15,1,2,2018-04-07T10:30:00Z,07 Apr 11:30,2,4,919214,2018-04-08T13:15:00Z,3,2,1,90,0,1,33,14,1
322,07 Apr 15:00,1,1,2018-04-07T10:30:00Z,07 Apr 11:30,2,3,919213,2018-04-07T14:00:00Z,2,2,1,90,0,1,33,6,2
323,07 Apr 15:00,1,1,2018-04-07T10:30:00Z,07 Apr 11:30,2,2,919215,2018-04-07T14:00:00Z,1,1,1,90,0,1,33,8,3
324,08 Apr 16:30,1,2,2018-04-07T10:30:00Z,07 Apr 11:30,2,4,919216,2018-04-08T15:30:00Z,1,1,1,90,0,1,33,20,5
325,07 Apr 12:30,1,1,2018-04-07T10:30:00Z,07 Apr 11:30,4,3,919217,2018-04-07T11:30:00Z,0,0,1,90,0,1,33,10,7
326,07 Apr 15:00,1,1,2018-04-07T10:30:00Z,07 Apr 11:30,3,3,919218,2018-04-07T14:00:00Z,1,2,1,90,0,1,33,13,9
327,07 Apr 17:30,1,1,2018-04-07T10:30:00Z,07 Apr 11:30,4,5,919219,2018-04-07T16:30:00Z,2,3,1,90,0,1,33,12,11
328,07 Apr 15:00,1,1,2018-04-07T10:30:00Z,07 Apr 11:30,4,2,919220,2018-04-07T14:00:00Z,1,2,1,90,0,1,33,17,15
329,07 Apr 15:00,1,1,2018-04-07T10:30:00Z,07 Apr 11:30,3,3,919221,2018-04-07T14:00:00Z,1,2,1,90,0,1,33,4,18
330,07 Apr 15:00,1,1,2018-04-07T10:30:00Z,07 Apr 11:30,2,2,919222,2018-04-07T14:00:00Z,1,1,1,90,0,1,33,16,19
331,14 Apr 15:00,1,1,2018-04-14T10:30:00Z,14 Apr 11:30,3,3,919223,2018-04-14T14:00:00Z,2,1,1,90,0,1,34,9,4
332,14 Apr 15:00,1,1,2018-04-14T10:30:00Z,14 Apr 11:30,2,3,919224,2018-04-14T14:00:00Z,3,2,1,90,0,1,34,3,6
333,14 Apr 15:00,1,1,2018-04-14T10:30:00Z,14 Apr 11:30,2,2,919225,2018-04-14T14:00:00Z,1,0,1,90,0,1,34,18,8
334,14 Apr 17:30,1,1,2018-04-14T10:30:00Z,14 Apr 11:30,3,4,919226,2018-04-14T16:30:00Z,3,0,1,90,0,1,34,2,10
335,15 Apr 16:00,1,2,2018-04-14T10:30:00Z,14 Apr 11:30,2,4,919227,2018-04-15T15:00:00Z,0,1,1,90,0,1,34,19,12
336,15 Apr 13:30,1,2,2018-04-14T10:30:00Z,14 Apr 11:30,4,3,919228,2018-04-15T12:30:00Z,2,1,1,90,0,1,34,1,13
337,14 Apr 12:30,1,1,2018-04-14T10:30:00Z,14 Apr 11:30,4,2,919229,2018-04-14T11:30:00Z,2,3,1,90,0,1,34,5,14
338,14 Apr 15:00,1,1,2018-04-14T10:30:00Z,14 Apr 11:30,2,3,919230,2018-04-14T14:00:00Z,1,1,1,90,0,1,34,7,16
339,14 Apr 19:45,1,1,2018-04-14T10:30:00Z,14 Apr 11:30,5,4,919231,2018-04-14T18:45:00Z,1,3,1,90,0,1,34,11,17
340,16 Apr 20:00,1,3,2018-04-14T10:30:00Z,14 Apr 11:30,2,3,919232,2018-04-16T19:00:00Z,1,1,1,90,0,1,34,15,20
341,22 Apr 13:30,1,2,2018-04-21T10:30:00Z,21 Apr 11:30,2,4,919234,2018-04-22T12:30:00Z,4,1,1,90,0,1,35,20,1
342,18 Apr 19:45,1,5,2018-04-14T10:30:00Z,14 Apr 11:30,4,3,919233,2018-04-18T18:45:00Z,0,2,1,90,0,1,34,12,2
343,17 Apr 19:45,1,4,2018-04-14T10:30:00Z,14 Apr 11:30,4,2,919235,2018-04-17T18:45:00Z,1,1,1,90,0,1,34,17,3
344,09 May 19:45,1,5,2018-05-04T18:00:00Z,04 May 19:00,2,4,919236,2018-05-09T18:45:00Z,1,1,1,90,0,1,37,8,5
345,23 Apr 20:00,1,3,2018-04-21T10:30:00Z,21 Apr 11:30,3,3,919237,2018-04-23T19:00:00Z,1,0,1,90,0,1,35,13,7
346,19 Apr 19:45,1,6,2018-04-14T10:30:00Z,14 Apr 11:30,2,3,919238,2018-04-19T18:45:00Z,0,0,1,90,0,1,34,14,9
347,22 Apr 16:30,1,2,2018-04-21T10:30:00Z,21 Apr 11:30,2,5,919239,2018-04-22T15:30:00Z,5,0,1,90,0,1,35,16,11
348,22 Apr 13:30,1,2,2018-04-21T10:30:00Z,21 Apr 11:30,3,2,919240,2018-04-22T12:30:00Z,1,1,1,90,0,1,35,4,15
349,21 Apr 15:00,1,1,2018-04-21T10:30:00Z,21 Apr 11:30,2,3,919241,2018-04-21T14:00:00Z,0,0,1,90,0,1,35,6,18
350,21 Apr 12:30,1,1,2018-04-21T10:30:00Z,21 Apr 11:30,4,2,919242,2018-04-21T11:30:00Z,2,2,1,90,0,1,35,10,19
351,28 Apr 15:00,1,1,2018-04-28T10:30:00Z,28 Apr 11:30,2,3,919243,2018-04-28T14:00:00Z,0,0,1,90,0,1,36,3,4
352,28 Apr 15:00,1,1,2018-04-28T10:30:00Z,28 Apr 11:30,3,3,919244,2018-04-28T14:00:00Z,5,0,1,90,0,1,36,9,6
353,28 Apr 15:00,1,1,2018-04-28T10:30:00Z,28 Apr 11:30,2,2,919245,2018-04-28T14:00:00Z,0,2,1,90,0,1,36,7,8
354,28 Apr 12:30,1,1,2018-04-28T10:30:00Z,28 Apr 11:30,2,4,919246,2018-04-28T11:30:00Z,0,0,1,90,0,1,36,15,10
355,29 Apr 16:30,1,2,2018-04-28T10:30:00Z,28 Apr 11:30,4,4,919247,2018-04-29T15:30:00Z,2,1,1,90,0,1,36,1,12
356,28 Apr 15:00,1,1,2018-04-28T10:30:00Z,28 Apr 11:30,2,3,919248,2018-04-28T14:00:00Z,0,1,1,90,0,1,36,19,13
357,28 Apr 15:00,1,1,2018-04-28T10:30:00Z,28 Apr 11:30,3,2,919249,2018-04-28T14:00:00Z,2,1,1,90,0,1,36,2,14
358,28 Apr 17:30,1,1,2018-04-28T10:30:00Z,28 Apr 11:30,4,3,919250,2018-04-28T16:30:00Z,0,1,1,90,0,1,36,5,16
359,30 Apr 20:00,1,3,2018-04-28T10:30:00Z,28 Apr 11:30,2,4,919251,2018-04-30T19:00:00Z,2,0,1,90,0,1,36,18,17
360,29 Apr 14:15,1,2,2018-04-28T10:30:00Z,28 Apr 11:30,5,3,919252,2018-04-29T13:15:00Z,1,4,1,90,0,1,36,11,20
361,06 May 16:30,1,3,2018-05-04T18:00:00Z,04 May 19:00,3,4,919254,2018-05-06T15:30:00Z,5,0,1,90,0,1,37,4,1
362,05 May 15:00,1,2,2018-05-04T18:00:00Z,04 May 19:00,2,3,919253,2018-05-05T14:00:00Z,1,0,1,90,0,1,37,16,2
363,04 May 20:00,1,1,2018-05-04T18:00:00Z,04 May 19:00,4,2,919255,2018-05-04T19:00:00Z,1,0,1,90,0,1,37,12,3
364,06 May 16:30,1,3,2018-05-04T18:00:00Z,04 May 19:00,4,4,919256,2018-05-06T15:30:00Z,1,0,1,90,0,1,37,10,5
365,05 May 17:30,1,2,2018-05-04T18:00:00Z,04 May 19:00,2,3,919257,2018-05-05T16:30:00Z,1,1,1,90,0,1,37,14,7
366,05 May 15:00,1,2,2018-05-04T18:00:00Z,04 May 19:00,2,3,919258,2018-05-05T14:00:00Z,0,2,1,90,0,1,37,20,9
367,06 May 13:30,1,3,2018-05-04T18:00:00Z,04 May 19:00,2,5,919259,2018-05-06T12:30:00Z,0,0,1,90,0,1,37,8,11
368,05 May 12:30,1,2,2018-05-04T18:00:00Z,04 May 19:00,2,2,919260,2018-05-05T11:30:00Z,1,2,1,90,0,1,37,6,15
369,05 May 15:00,1,2,2018-05-04T18:00:00Z,04 May 19:00,3,3,919261,2018-05-05T14:00:00Z,2,1,1,90,0,1,37,13,18
370,05 May 15:00,1,2,2018-05-04T18:00:00Z,04 May 19:00,4,2,919262,2018-05-05T14:00:00Z,1,0,1,90,0,1,37,17,19
371,13 May 15:00,1,1,2018-05-13T13:00:00Z,13 May 14:00,3,3,919263,2018-05-13T14:00:00Z,1,2,1,90,0,1,38,2,4
372,13 May 15:00,1,1,2018-05-13T13:00:00Z,13 May 14:00,2,3,919264,2018-05-13T14:00:00Z,2,0,1,90,0,1,38,19,6
373,13 May 15:00,1,1,2018-05-13T13:00:00Z,13 May 14:00,4,2,919265,2018-05-13T14:00:00Z,0,1,1,90,0,1,38,1,8
374,13 May 15:00,1,1,2018-05-13T13:00:00Z,13 May 14:00,2,4,919266,2018-05-13T14:00:00Z,4,0,1,90,0,1,38,3,10
375,13 May 15:00,1,1,2018-05-13T13:00:00Z,13 May 14:00,2,4,919267,2018-05-13T14:00:00Z,1,0,1,90,0,1,38,18,12
376,13 May 15:00,1,1,2018-05-13T13:00:00Z,13 May 14:00,4,3,919268,2018-05-13T14:00:00Z,3,0,1,90,0,1,38,5,13
377,13 May 15:00,1,1,2018-05-13T13:00:00Z,13 May 14:00,5,2,919269,2018-05-13T14:00:00Z,0,1,1,90,0,1,38,11,14
378,13 May 15:00,1,1,2018-05-13T13:00:00Z,13 May 14:00,2,3,919270,2018-05-13T14:00:00Z,1,2,1,90,0,1,38,15,16
